group_index,differential_level,amplitude,mean,std_dev
1,0.46274513,58.40064451981217,5.913859328809744e-06,5.781477972439617e-08
1,0.4666667,56.57464478520428,5.870756964577894e-06,5.450074437403769e-08
1,0.47058827,57.55917635933831,5.83413102246535e-06,5.722333722033854e-08
1,0.47450984,56.97246912980822,5.783176935470735e-06,5.663283526661604e-08
1,0.4784314,57.819424688275,5.730705828529066e-06,5.499965481540724e-08
1,0.48235297,56.81606728045886,5.67919084928757e-06,5.826918282373422e-08
1,0.48627454,58.6182817734104,5.622502890700545e-06,5.686562866115873e-08
1,0.49019611,54.24204398722586,5.555836949281382e-06,5.802560946385657e-08
1,0.49411768,60.38476687908975,5.486498728715495e-06,5.656084308403309e-08
1,0.49803925,57.62118148778498,5.411581956773717e-06,5.392946307807065e-08
1,0.50196075,58.45337772533924,5.340294595274956e-06,5.963468883367624e-08
1,0.50588232,56.83283661453057,5.260616838108402e-06,5.695530814710953e-08
1,0.50980389,52.37700473842542,5.175986272833605e-06,5.809172611321347e-08
1,0.51372546,58.08533447171915,5.087808367121683e-06,5.576438415044689e-08
1,0.51764703,53.04976552699248,4.995114274937521e-06,5.91494613784665e-08
1,0.5215686,55.28477732555041,4.900239217287254e-06,6.143081617282189e-08
1,0.52549016,57.49450317187198,4.794237193633519e-06,5.989210283335342e-08
1,0.52941173,58.97591301467828,4.694201837326494e-06,6.463840080253343e-08
1,0.5333333,55.24365238222316,4.586618113665159e-06,6.179116342753797e-08
1,0.53725487,55.75111333285677,4.480438640284653e-06,6.435630483271153e-08
1,0.54117644,57.33975121560124,4.366458662901677e-06,5.916450102899445e-08
1,0.54509801,54.14503210346285,4.246516313146346e-06,5.74755495837528e-08
1,0.54901958,55.21797416780022,4.128816575464949e-06,5.598031693957719e-08
1,0.55294114,57.16785667420407,4.007478650499182e-06,5.978424847034346e-08
1,0.55686271,55.93366715436865,3.883840983588141e-06,5.781983223044428e-08
1,0.56078428,56.76419541561994,3.75381082437131e-06,5.478140823860928e-08
1,0.56470585,56.73433896812237,3.62479350312384e-06,5.319384991131903e-08
1,0.56862742,57.84656208112889,3.494460527240915e-06,5.42873032721499e-08
1,0.57254899,56.24213578123459,3.35684773274982e-06,5.231146838157145e-08
1,0.57647055,58.65719127503039,3.222770513127666e-06,5.135921202645048e-08
1,0.58039212,57.49211764748121,3.081376683522268e-06,5.01776376397893e-08
1,0.58431369,56.18289170494469,2.943719334701738e-06,4.726814493628728e-08
1,0.58823526,56.77316792749215,2.802864663698125e-06,4.658593837258768e-08
1,0.59215683,57.729760189568,2.665832871801108e-06,4.416402269843527e-08
1,0.5960784,56.33893119434764,2.523811392194921e-06,4.381826971765967e-08
1,0.59999996,59.26197011130539,2.381770469350327e-06,4.032583795352584e-08
1,0.60392153,55.82479311451982,2.238015794345739e-06,3.916421157565492e-08
1,0.6078431,53.61639589199634,2.095612754968912e-06,3.505113028078861e-08
1,0.61176467,55.14213622460183,1.953868984781004e-06,3.263379509004446e-08
1,0.61568624,55.07150309627887,1.812935589424367e-06,3.095912653396242e-08
1,0.61960781,58.69501266403051,1.672791239159895e-06,2.817802232689704e-08
